ID,Gender,Marital_Status,Age,Education,Income,Occupation,Settlement_Size
100000848,Male,Not-Single,28,High School,97390,Skilled,mid-Sized City
100000849,Male,Single,59,Graduate,120160,Skilled,Small City
100000850,Male,Single,57,Graduate,82277,unemployed/unskilled,Small City
100000851,Male,Not-Single,33,High School,110844,Skilled,Big City
100000852,Male,Single,43,High School,133105,Skilled,Small City
100000853,Male,Single,35,High School,102042,Skilled,Small City
100000854,Male,Single,32,Unknown/Other,69370,unemployed/unskilled,Small City
100000855,Male,Single,45,High School,200298,Skilled,mid-Sized City
100000856,Male,Not-Single,33,High School,117039,Skilled,Big City
100000857,Female,Not-Single,40,Graduate,107585,Skilled,Big City
100000858,Male,Single,28,Unknown/Other,114429,Skilled,Small City
100000859,Female,Not-Single,29,High School,128234,Skilled,Big City
100000860,Male,Single,26,Unknown/Other,128580,Skilled,Big City
100000861,Male,Single,27,Unknown/Other,177757,Skilled,mid-Sized City
100000862,Male,Not-Single,28,High School,106222,Skilled,Small City
100000863,Female,Not-Single,35,High School,118428,Skilled,Big City
100000864,Male,Single,32,Unknown/Other,139477,unemployed/unskilled,Small City
100000865,Male,Single,25,Unknown/Other,71159,unemployed/unskilled,Small City
100000866,Female,Not-Single,20,High School,131370,Skilled,Big City
100000867,Female,Not-Single,27,High School,111567,Skilled,Big City
100000868,Male,Single,42,High School,125482,Skilled,Big City
100000869,Male,Single,37,High School,160642,Skilled,Big City
100000870,Female,Not-Single,24,High School,92498,Skilled,Small City
100000871,Female,Not-Single,40,Graduate,199711,Skilled,Big City
100000872,Male,Single,46,High School,127588,Skilled,Big City
100000873,Male,Single,26,Unknown/Other,107508,Skilled,Big City
100000874,Female,Not-Single,24,High School,94629,Skilled,Big City
100000875,Male,Single,29,Unknown/Other,87598,unemployed/unskilled,Big City
100000876,Female,Not-Single,40,Graduate,161194,Skilled,mid-Sized City
100000877,Male,Single,36,High School,137342,Management/officer/self-employed,Big City
100000878,Male,Single,28,Unknown/Other,116848,Skilled,mid-Sized City
100000879,Male,Single,27,Unknown/Other,125190,Management/officer/self-employed,mid-Sized City
100000880,Male,Single,36,High School,153441,Skilled,Small City
100000881,Male,Single,38,High School,195328,Management/officer/self-employed,Big City
100000882,Male,Not-Single,48,Graduate,190413,Skilled,Small City
100000883,Male,Single,36,High School,118656,Skilled,mid-Sized City
100000884,Female,Not-Single,65,Post-Graduate,69487,unemployed/unskilled,Small City
100000885,Male,Not-Single,43,Graduate,145313,Skilled,mid-Sized City
100000886,Female,Not-Single,53,Graduate,117005,Skilled,mid-Sized City
100000887,Male,Single,34,High School,123243,Skilled,mid-Sized City
100000888,Male,Single,23,Unknown/Other,237799,Skilled,mid-Sized City
100000889,Male,Single,34,High School,180617,Management/officer/self-employed,Big City
100000890,Male,Single,40,High School,167019,Skilled,Small City
100000891,Male,Single,43,High School,147745,Management/officer/self-employed,Big City
100000892,Male,Single,46,High School,114254,Skilled,mid-Sized City
100000893,Male,Single,38,High School,81155,unemployed/unskilled,Small City
100000894,Male,Single,34,High School,151803,Skilled,Big City
100000895,Male,Single,29,Unknown/Other,94356,Skilled,Big City
100000896,Male,Single,31,Unknown/Other,200621,Management/officer/self-employed,Big City
100000897,Female,Not-Single,28,High School,144448,Management/officer/self-employed,mid-Sized City
100000898,Female,Not-Single,35,High School,150797,Skilled,Small City
100000899,Female,Not-Single,33,High School,84404,unemployed/unskilled,Small City
100000900,Male,Single,42,High School,133373,Skilled,Big City
100000901,Male,Single,43,High School,119502,Skilled,Big City
100000902,Male,Not-Single,44,Graduate,131619,Skilled,Small City
100000903,Male,Single,42,High School,194084,Skilled,Big City
100000904,Male,Not-Single,40,High School,108278,Skilled,mid-Sized City
100000905,Male,Single,36,High School,130987,Management/officer/self-employed,mid-Sized City
100000906,Male,Single,20,Unknown/Other,116582,Management/officer/self-employed,Big City
100000907,Male,Single,24,Unknown/Other,85270,unemployed/unskilled,Small City
100000908,Male,Not-Single,27,High School,129227,Skilled,Small City
100000909,Female,Not-Single,46,Graduate,108291,unemployed/unskilled,Small City
100000910,Female,Not-Single,33,High School,103091,unemployed/unskilled,Small City
100000911,Female,Not-Single,34,High School,136975,Skilled,mid-Sized City
100000912,Female,Not-Single,25,High School,111502,unemployed/unskilled,Small City
100000913,Female,Not-Single,25,High School,124750,Skilled,mid-Sized City
100000914,Male,Not-Single,28,High School,146463,Skilled,Big City
100000915,Male,Single,31,Unknown/Other,115075,Skilled,Small City
100000916,Female,Not-Single,32,High School,308491,Management/officer/self-employed,mid-Sized City
100000917,Male,Single,32,Unknown/Other,126368,Skilled,Small City
100000918,Male,Single,68,Graduate,287247,Management/officer/self-employed,Big City
100000919,Male,Not-Single,33,High School,125535,Skilled,Big City
100000920,Male,Single,39,High School,153223,Management/officer/self-employed,Big City
100000921,Female,Not-Single,28,High School,106873,Skilled,mid-Sized City
100000922,Male,Single,37,High School,268906,Management/officer/self-employed,mid-Sized City
100000923,Female,Not-Single,22,High School,97757,Skilled,Big City
100000924,Male,Single,30,Unknown/Other,112151,Skilled,mid-Sized City
100000925,Male,Not-Single,55,Graduate,172909,Skilled,Small City
100000926,Male,Single,46,High School,103387,Skilled,mid-Sized City
100000927,Female,Not-Single,21,High School,93916,Skilled,Big City
100000928,Male,Single,39,High School,189963,Skilled,Big City
100000929,Male,Single,58,Graduate,124191,Skilled,Small City
100000930,Male,Single,43,High School,77205,unemployed/unskilled,Small City
100000931,Male,Single,24,Unknown/Other,65917,unemployed/unskilled,Small City
100000932,Female,Not-Single,22,High School,109676,Skilled,Small City
100000933,Male,Single,30,Unknown/Other,95682,Skilled,Big City
100000934,Male,Single,42,High School,125516,Skilled,Big City
100000935,Female,Not-Single,23,High School,99822,Skilled,Small City
100000936,Male,Single,30,Unknown/Other,154854,Management/officer/self-employed,mid-Sized City
100000937,Female,Not-Single,28,High School,84582,unemployed/unskilled,Small City
100000938,Male,Not-Single,30,High School,145800,Management/officer/self-employed,Small City
100000939,Male,Single,42,High School,162869,Skilled,mid-Sized City
100000940,Male,Single,46,High School,192379,Management/officer/self-employed,Big City
100000941,Male,Single,45,High School,159757,Management/officer/self-employed,Big City
100000942,Male,Single,31,Unknown/Other,69571,unemployed/unskilled,Small City
100000943,Male,Single,31,Unknown/Other,93648,Skilled,Big City
100000944,Male,Single,42,High School,77472,unemployed/unskilled,Small City
100000945,Female,Not-Single,46,Graduate,121501,Skilled,Small City
100000946,Female,Not-Single,30,High School,207262,Skilled,Small City
100000947,Male,Single,30,Unknown/Other,143082,Skilled,Big City
100000948,Male,Single,38,High School,147760,Management/officer/self-employed,mid-Sized City
100000949,Male,Not-Single,43,Graduate,82082,unemployed/unskilled,Small City
100000950,Male,Single,31,Unknown/Other,132991,Skilled,mid-Sized City
100000951,Male,Not-Single,40,High School,78436,unemployed/unskilled,Small City
100000952,Male,Single,24,Unknown/Other,99737,Skilled,Big City
100000953,Female,Not-Single,28,High School,164915,Skilled,Small City
100000954,Female,Not-Single,26,High School,223185,Management/officer/self-employed,mid-Sized City
100000955,Female,Not-Single,29,High School,108400,Skilled,Big City
100000956,Female,Not-Single,57,Graduate,194882,Management/officer/self-employed,mid-Sized City
100000957,Male,Single,49,High School,122186,unemployed/unskilled,Small City
100000958,Male,Single,37,High School,79594,unemployed/unskilled,Small City
100000959,Male,Single,45,High School,104355,unemployed/unskilled,Small City
100000960,Male,Single,30,Unknown/Other,135894,Skilled,Big City
100000961,Male,Not-Single,30,High School,103699,Skilled,mid-Sized City
100000962,Male,Not-Single,47,Graduate,132145,Skilled,mid-Sized City
100000963,Male,Single,29,Unknown/Other,117272,Skilled,Big City
100000964,Male,Single,35,High School,137932,Skilled,Small City
100000965,Male,Not-Single,22,High School,63972,unemployed/unskilled,Small City
100000966,Female,Not-Single,26,High School,113299,Skilled,Big City
100000967,Male,Single,23,Unknown/Other,108540,unemployed/unskilled,Small City
100000968,Female,Not-Single,54,Graduate,174424,Management/officer/self-employed,Big City
100000969,Male,Not-Single,29,High School,154991,Skilled,Big City
100000970,Male,Single,40,High School,99723,unemployed/unskilled,Small City
100000971,Male,Single,22,Unknown/Other,114584,Skilled,Big City
100000972,Male,Single,43,High School,135275,unemployed/unskilled,Small City
100000973,Female,Not-Single,29,High School,41680,unemployed/unskilled,Small City
100000974,Male,Single,36,High School,158769,Skilled,mid-Sized City
100000975,Female,Not-Single,33,High School,120596,Skilled,Small City
100000976,Female,Not-Single,57,Graduate,139641,unemployed/unskilled,Small City
100000977,Female,Not-Single,64,Post-Graduate,134377,Skilled,Small City
100000978,Male,Single,42,High School,125804,Skilled,Big City
100000979,Male,Single,47,High School,91858,unemployed/unskilled,Small City
100000980,Male,Not-Single,25,High School,117641,Skilled,Big City
100000981,Male,Single,49,High School,188594,Skilled,mid-Sized City
100000982,Male,Single,33,High School,162827,Management/officer/self-employed,Big City
100000983,Female,Not-Single,28,High School,178991,Management/officer/self-employed,Big City
100000984,Male,Single,26,Unknown/Other,159739,Skilled,mid-Sized City
100000985,Male,Single,30,Unknown/Other,73401,unemployed/unskilled,Small City
100000986,Female,Not-Single,25,High School,100794,Skilled,Big City
100000987,Male,Not-Single,33,High School,167763,Skilled,mid-Sized City
100000988,Female,Not-Single,64,Post-Graduate,145174,Skilled,Small City
100000989,Male,Single,29,Unknown/Other,176292,Management/officer/self-employed,mid-Sized City
100000990,Male,Single,48,High School,94024,unemployed/unskilled,Small City
100000991,Male,Single,37,High School,93740,unemployed/unskilled,Small City
100000992,Male,Single,34,High School,85685,unemployed/unskilled,Small City
100000993,Male,Not-Single,23,High School,69997,unemployed/unskilled,Small City
100000994,Male,Single,30,Unknown/Other,151938,Management/officer/self-employed,Big City
100000995,Male,Single,50,High School,122830,Skilled,mid-Sized City
100000996,Female,Not-Single,31,High School,78489,unemployed/unskilled,Small City
100000997,Male,Not-Single,40,High School,161999,Management/officer/self-employed,mid-Sized City
100000998,Male,Single,38,High School,98032,Skilled,Big City
100000999,Male,Single,23,Unknown/Other,96060,Skilled,Small City
100001000,Male,Single,27,Unknown/Other,147968,Skilled,mid-Sized City
100001001,Female,Not-Single,63,Graduate,134853,Skilled,mid-Sized City
100001002,Male,Single,66,Graduate,157576,Management/officer/self-employed,Big City
100001003,Male,Not-Single,43,Graduate,203738,Management/officer/self-employed,mid-Sized City
100001004,Male,Not-Single,44,Graduate,280570,Management/officer/self-employed,Big City
100001005,Male,Not-Single,65,Post-Graduate,69487,unemployed/unskilled,Big City
100001006,Female,Not-Single,73,Post-Graduate,214126,Management/officer/self-employed,mid-Sized City
100001007,Male,Single,60,Graduate,136671,Skilled,mid-Sized City
100001008,Male,Not-Single,62,Graduate,174337,Skilled,mid-Sized City
100001009,Female,Not-Single,58,Graduate,126710,Skilled,mid-Sized City
100001010,Female,Not-Single,43,Graduate,167139,Management/officer/self-employed,Big City
100001011,Male,Single,64,Graduate,122094,Skilled,Big City
100001012,Male,Not-Single,37,Post-Graduate,170113,Management/officer/self-employed,Big City
100001013,Female,Not-Single,46,Graduate,192698,Management/officer/self-employed,mid-Sized City
100001014,Male,Not-Single,57,Graduate,144197,Skilled,Big City
100001015,Male,Not-Single,51,Graduate,133623,Skilled,mid-Sized City
100001016,Female,Not-Single,32,Post-Graduate,171052,Management/officer/self-employed,Big City
100001017,Male,Single,64,Graduate,130492,Skilled,Big City
100001018,Male,Single,68,Graduate,135705,Skilled,mid-Sized City
100001019,Female,Not-Single,55,Graduate,171804,Management/officer/self-employed,Big City
100001020,Male,Single,73,Graduate,192167,Management/officer/self-employed,mid-Sized City
100001021,Female,Not-Single,34,Post-Graduate,134377,Skilled,Big City
100001022,Male,Not-Single,44,Graduate,146716,Skilled,mid-Sized City
100001023,Male,Single,58,Graduate,267872,Skilled,mid-Sized City
100001024,Female,Not-Single,65,Graduate,142193,unemployed/unskilled,mid-Sized City
100001025,Female,Not-Single,56,Graduate,183765,Skilled,mid-Sized City
100001026,Female,Not-Single,42,Graduate,218664,Management/officer/self-employed,Big City
100001027,Female,Not-Single,65,Post-Graduate,145174,Skilled,Big City
100001028,Male,Single,72,Graduate,224961,Management/officer/self-employed,Big City
100001029,Female,Not-Single,45,Graduate,262634,Management/officer/self-employed,Big City
100001030,Male,Single,68,Graduate,287106,Management/officer/self-employed,Big City
100001031,Male,Single,60,Graduate,166298,Management/officer/self-employed,mid-Sized City
100001032,Female,Not-Single,30,Post-Graduate,133328,unemployed/unskilled,Big City
100001033,Male,Single,63,Graduate,129798,Skilled,mid-Sized City
100001034,Male,Single,57,Graduate,281084,Management/officer/self-employed,mid-Sized City
100001035,Female,Not-Single,46,Graduate,160678,Skilled,Big City
100001036,Female,Not-Single,70,Post-Graduate,167532,Skilled,mid-Sized City
100001037,Male,Single,65,Graduate,178591,Skilled,Big City
100001038,Male,Single,63,Graduate,273063,Management/officer/self-employed,Big City
100001039,Male,Not-Single,54,Graduate,149410,Skilled,Big City
100001040,Male,Not-Single,49,Graduate,124658,Skilled,Big City
100001041,Female,Not-Single,64,Graduate,153645,Skilled,Big City
100001042,Female,Not-Single,61,Graduate,308529,Management/officer/self-employed,Big City
100001043,Female,Not-Single,57,Graduate,155062,Skilled,Big City
100001044,Female,Not-Single,42,Graduate,199654,Skilled,Big City
100001045,Male,Single,62,Graduate,124723,Skilled,Big City
100001046,Female,Not-Single,41,Graduate,127752,Skilled,Big City
100001047,Female,Not-Single,51,Graduate,157595,Management/officer/self-employed,mid-Sized City
100001048,Female,Not-Single,38,Graduate,135534,Skilled,Big City
100001049,Female,Not-Single,56,Graduate,166264,Management/officer/self-employed,Big City
100001050,Female,Not-Single,43,Graduate,147259,Skilled,mid-Sized City
100001051,Female,Not-Single,48,Graduate,161116,Skilled,mid-Sized City
100001052,Male,Single,61,Graduate,139380,Skilled,mid-Sized City
100001053,Male,Not-Single,48,Graduate,213768,Management/officer/self-employed,Big City
100001054,Male,Single,68,Graduate,125903,Skilled,Big City
100001055,Female,Not-Single,62,Graduate,163940,Skilled,mid-Sized City
100001056,Female,Not-Single,56,Graduate,173378,Management/officer/self-employed,Big City
100001057,Female,Not-Single,53,Graduate,126847,Skilled,mid-Sized City
100001058,Male,Not-Single,33,Post-Graduate,166712,Skilled,Big City
100001059,Female,Not-Single,60,Graduate,189166,Skilled,mid-Sized City
100001060,Female,Not-Single,47,Graduate,161714,Skilled,mid-Sized City
100001061,Male,Not-Single,25,Post-Graduate,214364,Management/officer/self-employed,Big City
100001062,Male,Single,64,Graduate,184680,Skilled,mid-Sized City
100001063,Male,Single,73,Graduate,214732,Management/officer/self-employed,mid-Sized City
100001064,Male,Not-Single,66,Graduate,152527,Skilled,mid-Sized City
100001065,Female,Not-Single,76,Post-Graduate,170366,Management/officer/self-employed,mid-Sized City
100001066,Female,Not-Single,60,Graduate,194532,Management/officer/self-employed,mid-Sized City
100001067,Female,Not-Single,57,Graduate,125883,Skilled,Big City
100001068,Male,Not-Single,30,Post-Graduate,131242,Skilled,Big City
100001069,Male,Not-Single,43,Graduate,159880,Management/officer/self-employed,mid-Sized City
100001070,Male,Single,57,Graduate,165519,Skilled,Big City
100001071,Male,Not-Single,51,Graduate,149653,Skilled,mid-Sized City
100001072,Female,Not-Single,61,Graduate,134102,Skilled,mid-Sized City
100001073,Male,Single,64,Graduate,159378,Management/officer/self-employed,Big City
100001074,Male,Not-Single,41,Graduate,205476,Management/officer/self-employed,mid-Sized City
100001075,Male,Not-Single,43,Graduate,280566,Management/officer/self-employed,Big City
100001076,Male,Not-Single,67,Post-Graduate,71823,unemployed/unskilled,Big City
100001077,Female,Not-Single,71,Post-Graduate,211572,Management/officer/self-employed,mid-Sized City
100001078,Male,Single,59,Graduate,136123,Skilled,mid-Sized City
100001079,Male,Not-Single,60,Graduate,176372,Skilled,mid-Sized City
100001080,Female,Not-Single,60,Graduate,128271,Skilled,mid-Sized City
100001081,Female,Not-Single,45,Graduate,169020,Management/officer/self-employed,Big City
100001082,Male,Single,63,Graduate,122267,Skilled,Big City
100001083,Male,Not-Single,38,Post-Graduate,169324,Management/officer/self-employed,Big City
100001084,Female,Not-Single,46,Graduate,192561,Management/officer/self-employed,mid-Sized City
100001085,Male,Not-Single,55,Graduate,145781,Skilled,Big City
100001086,Male,Not-Single,50,Graduate,135376,Skilled,mid-Sized City
100001087,Female,Not-Single,30,Post-Graduate,169002,Management/officer/self-employed,Big City
100001088,Male,Single,63,Graduate,128469,Skilled,Big City
100001089,Male,Single,67,Graduate,135567,Skilled,mid-Sized City
100001090,Female,Not-Single,54,Graduate,170644,Management/officer/self-employed,Big City
100001091,Male,Single,71,Graduate,192360,Management/officer/self-employed,mid-Sized City
100001092,Female,Not-Single,32,Post-Graduate,133235,Skilled,Big City
100001093,Female,Not-Single,45,Graduate,260847,Management/officer/self-employed,Big City
100001094,Male,Single,65,Graduate,285647,Management/officer/self-employed,Big City
100001095,Male,Single,62,Graduate,164816,Management/officer/self-employed,mid-Sized City
100001096,Female,Not-Single,28,Post-Graduate,130148,unemployed/unskilled,Big City
100001097,Male,Single,65,Graduate,129838,Skilled,mid-Sized City
100001098,Male,Single,57,Graduate,281647,Management/officer/self-employed,mid-Sized City
100001099,Female,Not-Single,48,Graduate,157305,Skilled,Big City
100001100,Female,Not-Single,71,Post-Graduate,163654,Skilled,mid-Sized City
100001101,Male,Single,38,High School,82398,Skilled,mid-Sized City
100001102,Male,Not-Single,40,High School,107710,Skilled,mid-Sized City
100001103,Male,Single,49,High School,122346,Skilled,mid-Sized City
100001104,Male,Not-Single,32,High School,155540,Management/officer/self-employed,mid-Sized City
100001105,Male,Single,45,High School,127572,Skilled,mid-Sized City
100001106,Male,Single,40,High School,154031,Management/officer/self-employed,mid-Sized City
100001107,Male,Single,66,Graduate,164931,Management/officer/self-employed,Big City
100001108,Male,Single,38,High School,123003,Skilled,Big City
100001109,Male,Not-Single,20,High School,89605,Skilled,mid-Sized City
100001110,Male,Single,48,High School,117721,Skilled,mid-Sized City
100001111,Male,Not-Single,46,Graduate,168904,Management/officer/self-employed,mid-Sized City
100001112,Male,Single,32,High School,137576,Management/officer/self-employed,Big City
100001113,Male,Single,54,High School,111274,Skilled,mid-Sized City
100001114,Male,Not-Single,24,High School,94249,Management/officer/self-employed,Big City
100001115,Male,Not-Single,27,High School,180940,Management/officer/self-employed,mid-Sized City
100001116,Male,Single,57,High School,125032,Skilled,Big City
100001117,Male,Single,38,High School,138011,Management/officer/self-employed,mid-Sized City
100001118,Male,Single,40,High School,144850,Skilled,mid-Sized City
100001119,Male,Not-Single,20,High School,107270,Skilled,Big City
100001120,Male,Single,36,High School,113405,Management/officer/self-employed,Big City
100001121,Male,Single,47,High School,137338,Skilled,Big City
100001122,Male,Single,64,Graduate,125119,unemployed/unskilled,Big City
100001123,Male,Single,42,High School,159745,Management/officer/self-employed,Big City
100001124,Male,Single,44,High School,181262,Management/officer/self-employed,Big City
100001125,Male,Not-Single,30,High School,90500,Management/officer/self-employed,Big City
100001126,Male,Single,37,High School,102733,Skilled,mid-Sized City
100001127,Male,Single,42,High School,135493,Skilled,Big City
100001128,Male,Not-Single,62,Graduate,169044,Skilled,mid-Sized City
100001129,Male,Single,49,High School,178549,Skilled,Big City
100001130,Male,Single,52,High School,159716,Skilled,Big City
100001131,Male,Not-Single,36,High School,170118,Management/officer/self-employed,mid-Sized City
100001132,Male,Single,49,High School,143886,unemployed/unskilled,mid-Sized City
100001133,Male,Single,42,High School,130164,Management/officer/self-employed,Big City
100001134,Male,Single,38,High School,114476,Skilled,mid-Sized City
100001135,Male,Single,50,High School,126143,Skilled,mid-Sized City
100001136,Male,Not-Single,34,High School,129654,Management/officer/self-employed,Big City
100001137,Male,Single,43,High School,123202,Skilled,Big City
100001138,Male,Single,40,High School,160524,Skilled,mid-Sized City
100001139,Male,Single,56,Graduate,126906,Skilled,mid-Sized City
100001140,Male,Single,41,High School,143994,Management/officer/self-employed,Big City
100001141,Male,Not-Single,30,High School,123517,Management/officer/self-employed,Big City
100001142,Male,Not-Single,28,High School,129055,Skilled,Big City
100001143,Male,Single,64,Graduate,136312,unemployed/unskilled,Big City
100001144,Male,Single,67,Graduate,112486,Skilled,Big City
100001145,Male,Single,37,High School,152401,Management/officer/self-employed,mid-Sized City
100001146,Male,Single,31,High School,157453,Management/officer/self-employed,mid-Sized City
100001147,Male,Single,32,High School,142870,Management/officer/self-employed,Big City
100001148,Male,Not-Single,52,Graduate,137231,Skilled,Big City
100001149,Male,Not-Single,31,High School,104406,Skilled,mid-Sized City
100001150,Male,Single,36,High School,145385,Management/officer/self-employed,mid-Sized City
100001151,Male,Not-Single,32,High School,146519,Management/officer/self-employed,mid-Sized City
100001152,Male,Single,51,High School,126227,Skilled,Big City
100001153,Male,Single,47,High School,112227,Management/officer/self-employed,mid-Sized City
100001154,Male,Not-Single,34,High School,110145,Skilled,Big City
100001155,Male,Not-Single,46,Graduate,149419,Skilled,mid-Sized City
100001156,Male,Not-Single,42,High School,176646,Skilled,mid-Sized City
100001157,Male,Single,39,High School,91019,Management/officer/self-employed,mid-Sized City
100001158,Male,Single,50,High School,169579,Skilled,Big City
100001159,Male,Single,42,High School,142305,Skilled,Big City
100001160,Male,Not-Single,36,High School,130602,Skilled,mid-Sized City
100001161,Male,Not-Single,18,High School,98992,Skilled,mid-Sized City
100001162,Male,Single,35,High School,181926,Management/officer/self-employed,Big City
100001163,Male,Single,38,High School,152864,Skilled,Big City
100001164,Male,Single,39,High School,135837,Management/officer/self-employed,Big City
100001165,Male,Not-Single,24,High School,121757,unemployed/unskilled,Big City
100001166,Male,Single,41,High School,182274,Skilled,mid-Sized City
100001167,Male,Single,36,High School,149040,Management/officer/self-employed,Big City
100001168,Male,Single,37,High School,154196,Management/officer/self-employed,Big City
100001169,Male,Not-Single,45,Graduate,135332,Skilled,mid-Sized City
100001170,Male,Single,41,High School,134200,Management/officer/self-employed,Big City
100001171,Male,Single,36,High School,177171,Management/officer/self-employed,Big City
100001172,Male,Single,38,High School,115964,unemployed/unskilled,Big City
100001173,Male,Single,38,High School,136871,unemployed/unskilled,mid-Sized City
100001174,Male,Not-Single,53,Graduate,159559,Management/officer/self-employed,Big City
100001175,Male,Single,35,High School,113878,Skilled,Big City
100001176,Male,Single,48,High School,171203,Management/officer/self-employed,Big City
100001177,Male,Single,36,High School,102180,Skilled,Big City
100001178,Male,Not-Single,22,High School,116844,Management/officer/self-employed,mid-Sized City
100001179,Male,Single,35,High School,139844,Management/officer/self-employed,Big City
100001180,Male,Single,42,High School,156431,unemployed/unskilled,mid-Sized City
100001181,Male,Single,39,High School,116137,unemployed/unskilled,mid-Sized City
100001182,Male,Single,31,High School,143081,Skilled,mid-Sized City
100001183,Male,Single,33,High School,155870,Management/officer/self-employed,Big City
100001184,Male,Not-Single,31,High School,106924,unemployed/unskilled,mid-Sized City
100001185,Male,Single,42,High School,102133,Skilled,mid-Sized City
100001186,Male,Single,61,Graduate,145227,unemployed/unskilled,mid-Sized City
100001187,Male,Single,38,High School,159500,Management/officer/self-employed,Big City
100001188,Male,Single,33,High School,98498,unemployed/unskilled,mid-Sized City
100001189,Male,Single,48,High School,159714,Skilled,Big City
100001190,Male,Single,31,High School,121852,unemployed/unskilled,mid-Sized City
100001191,Male,Single,52,High School,141271,Management/officer/self-employed,Big City
100001192,Male,Not-Single,27,High School,123213,Skilled,Big City
100001193,Male,Single,40,High School,143723,Management/officer/self-employed,mid-Sized City
100001194,Male,Single,34,High School,112538,unemployed/unskilled,mid-Sized City
100001195,Male,Not-Single,26,High School,97932,Management/officer/self-employed,Big City
100001196,Male,Single,30,High School,154003,unemployed/unskilled,mid-Sized City
100001197,Male,Single,53,High School,177179,Skilled,mid-Sized City
100001198,Male,Single,45,High School,128052,Skilled,Big City
100001199,Male,Single,32,High School,114617,Management/officer/self-employed,mid-Sized City
100001200,Male,Single,35,High School,182822,Management/officer/self-employed,Big City
100001201,Male,Not-Single,26,High School,177215,Skilled,Big City
100001202,Male,Single,30,High School,110929,Skilled,mid-Sized City
100001203,Male,Single,37,High School,111821,Skilled,mid-Sized City
100001204,Male,Single,32,High School,97306,Management/officer/self-employed,mid-Sized City
100001205,Male,Not-Single,40,High School,157231,Skilled,mid-Sized City
100001206,Male,Single,44,High School,126906,unemployed/unskilled,Big City
100001207,Male,Single,43,High School,133243,Skilled,Big City
100001208,Male,Single,51,High School,112250,Skilled,mid-Sized City
100001209,Male,Single,37,High School,104349,unemployed/unskilled,mid-Sized City
100001210,Male,Single,33,High School,151421,Skilled,Big City
100001211,Male,Not-Single,32,High School,178081,Management/officer/self-employed,mid-Sized City
100001212,Male,Single,35,High School,110181,unemployed/unskilled,Big City
100001213,Male,Not-Single,30,High School,113012,Skilled,mid-Sized City
100001214,Male,Not-Single,35,High School,154585,Management/officer/self-employed,Big City
100001215,Male,Single,40,High School,144704,Management/officer/self-employed,mid-Sized City
100001216,Male,Single,37,High School,141632,Management/officer/self-employed,Big City
100001217,Male,Single,37,High School,105055,Skilled,Big City
100001218,Male,Single,37,High School,124597,Skilled,Big City
100001219,Male,Single,53,High School,160164,Management/officer/self-employed,mid-Sized City
100001220,Male,Single,34,High School,151754,Management/officer/self-employed,mid-Sized City
100001221,Male,Single,51,High School,155551,Skilled,mid-Sized City
100001222,Male,Not-Single,26,High School,94986,Skilled,Big City
100001223,Male,Single,34,High School,175800,unemployed/unskilled,mid-Sized City
100001224,Male,Single,51,High School,126246,Management/officer/self-employed,mid-Sized City
100001225,Male,Single,33,High School,116261,Skilled,Big City
100001226,Male,Not-Single,32,High School,117796,unemployed/unskilled,Big City
100001227,Male,Single,39,High School,115363,Skilled,mid-Sized City
100001228,Male,Single,53,High School,169076,Skilled,mid-Sized City
100001229,Male,Single,34,High School,97474,Management/officer/self-employed,Big City
100001230,Male,Single,37,High School,140341,Skilled,Big City
100001231,Male,Not-Single,28,High School,114503,Skilled,mid-Sized City
100001232,Male,Not-Single,25,High School,102937,Skilled,Big City
100001233,Male,Single,36,High School,151781,Management/officer/self-employed,Big City
100001234,Male,Not-Single,36,High School,123133,Skilled,Big City
100001235,Male,Single,35,High School,118879,Skilled,Big City
100001236,Male,Not-Single,21,High School,158683,Skilled,mid-Sized City
100001237,Male,Not-Single,29,High School,107514,Skilled,Big City
100001238,Male,Single,60,Graduate,193879,Skilled,mid-Sized City
100001239,Male,Single,45,High School,135043,Skilled,mid-Sized City
100001240,Male,Not-Single,56,Graduate,108559,unemployed/unskilled,mid-Sized City
100001241,Male,Not-Single,30,High School,121038,Skilled,Big City
100001242,Male,Single,52,High School,151947,Management/officer/self-employed,Big City
100001243,Male,Not-Single,26,High School,118820,Skilled,mid-Sized City
100001244,Male,Single,43,High School,121517,Skilled,mid-Sized City
100001245,Male,Single,34,High School,113572,Skilled,mid-Sized City
100001246,Male,Not-Single,22,High School,131170,Skilled,Big City
100001247,Male,Single,42,High School,92430,unemployed/unskilled,mid-Sized City
100001248,Male,Single,38,High School,124554,unemployed/unskilled,mid-Sized City
100001249,Male,Not-Single,29,High School,115988,Skilled,Big City
100001250,Male,Single,44,High School,107301,Skilled,Big City
100001251,Male,Not-Single,29,High School,103767,Management/officer/self-employed,mid-Sized City
100001252,Male,Single,44,High School,141493,Skilled,Big City
100001253,Male,Single,38,High School,154339,Skilled,Big City
100001254,Male,Not-Single,26,High School,112369,unemployed/unskilled,mid-Sized City
100001255,Male,Single,53,High School,158193,Skilled,mid-Sized City
100001256,Male,Single,43,High School,143734,Skilled,mid-Sized City
100001257,Male,Single,33,High School,121890,Skilled,mid-Sized City
100001258,Male,Single,52,High School,127609,unemployed/unskilled,mid-Sized City
100001259,Male,Not-Single,26,High School,94650,unemployed/unskilled,Big City
100001260,Male,Single,38,High School,175504,Management/officer/self-employed,mid-Sized City
100001261,Male,Single,47,High School,165495,Skilled,Big City
